Variavel,Importancia
"TX_RESP_Q12_Wi-Fi, Mesa, Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Lavadora",0.0
"TX_RESP_Q12_Wi-Fi, Mesa",0.0
"TX_RESP_Q12_Mesa, Aspirador, Lavadora, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Mesa, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Mesa, Aspirador, Freezer, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador, Lavadora, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Mesa, Microondas, Freezer",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador, Lavadora, Freezer, Garagem",0.0
"TX_RESP_Q12_Mesa, Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Wi-Fi, Quarto, Mesa, Microondas, Aspirador, Lavadora",0.0
"TX_RESP_Q12_Aspirador, Lavadora, Garagem",0.0
"TX_RESP_Q12_Aspirador, Lavadora, Freezer, Garagem",0.0
